paper,doi,canonical,paper_term,relevance
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,aging treatment,aged cells,0.89
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,device efficiency,record efficiency exceeds 22%,0.88
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,characterisation method,capacitance-voltage (C-V) profiling,0.88
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,characterisation method,admittance spectroscopy,0.88
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,conversion efficiency,similar conversion efficiencies,0.87
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,characterisation method,drive level capacitance profiling (DLCP),0.87
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,defect profiling technique,drive level capacitance profiling,0.87
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,performance metric,conversion efficiency,0.86
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,dopant species,copper,0.85
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,deep level defects,defects highlighted by admittance spectroscopy,0.85
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,copper diffusion,insertion of copper,0.84
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,cell degradation cause,copper-induced degradation,0.83
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,cell preparation method,CdTe solar cells prepared with different TCOs,0.82
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,electron affinity,CdTe high electron affinity,0.8
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,material property,electron affinity of CdTe,0.78
Analysis of the influence on the performance degradation of CdTe solar cells by the front contact,10.1016/j.tsf.2016.09.052,scalability,scalability of CdTe thin film,0.72
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,absorber material,cadmium telluride (CdTe),1.0
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,device architecture,CdTe/CdS solar cell,1.0
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,degradation mechanism,junction degradation,1.0
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect generation mechanism,defect generation rates proportional to nonequilibrium charge carrier concentrations,0.98
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,modeling method,time-dependent numerical modeling,0.97
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect location,narrow region of absorber layer close to CdTe/CdS junction,0.96
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,buffer layer material,CdS,0.95
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect type,mid-gap donor defects,0.95
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect type,shallow acceptor-type defects,0.95
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,carrier concentration,nonequilibrium charge carrier concentrations,0.93
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,junction type,CdTe/CdS junction,0.93
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,stress condition,"temperature, bias, and illumination stress",0.92
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,degradation mode,commonly observed degradation mode,0.9
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,simulation approach,numerical modeling,0.9
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect energy level,mid-gap,0.88
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect generation trigger,photo-excitation,0.88
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect generation trigger,applied bias,0.87
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect energy level,shallow,0.85
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect charge type,donor,0.85
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,defect charge type,acceptor,0.85
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,stress condition type,temperature stress,0.82
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,stress condition type,bias stress,0.82
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,stress condition type,illumination stress,0.82
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,device type,photovoltaic,0.75
Towards understanding junction degradation in cadmium telluride solar cells,10.1063/1.4883368,model extensibility,extended to study other mechanisms for any photovoltaic technology,0.7
Photovoltaic fleet degradation insights,10.1002/pip.3566,performance loss rate,PLR (performance loss rate),1.0
Photovoltaic fleet degradation insights,10.1002/pip.3566,overall degradation rate,−0.75%/year,0.97
Photovoltaic fleet degradation insights,10.1002/pip.3566,fleet scale analysis,PV Fleet Performance Data Initiative,0.95
Photovoltaic fleet degradation insights,10.1002/pip.3566,cooler climate loss rate,median −0.48%/year loss (cooler climates),0.9
Photovoltaic fleet degradation insights,10.1002/pip.3566,hotter climate loss rate,−0.88%/year (hotter climates),0.9
Photovoltaic fleet degradation insights,10.1002/pip.3566,installed capacity,7.2-gigawatt (GW) capacity,0.88
Photovoltaic fleet degradation insights,10.1002/pip.3566,climate zone,hotter temperature zones,0.88
Photovoltaic fleet degradation insights,10.1002/pip.3566,high-efficiency module technology,high-efficiency module technologies,0.88
Photovoltaic fleet degradation insights,10.1002/pip.3566,temperature effect on degradation,higher PLRs in hotter temperature zones,0.87
Photovoltaic fleet degradation insights,10.1002/pip.3566,absorber material,silicon (Si),0.85
Photovoltaic fleet degradation insights,10.1002/pip.3566,absorber material,cadmium telluride (CdTe),0.85
Photovoltaic fleet degradation insights,10.1002/pip.3566,low-light performance,low-light conditions <600 W/m²,0.85
Photovoltaic fleet degradation insights,10.1002/pip.3566,technology-dependent behavior,technology-dependent PLR behavior,0.83
Photovoltaic fleet degradation insights,10.1002/pip.3566,number of sites,1700 sites,0.82
Photovoltaic fleet degradation insights,10.1002/pip.3566,system type,commercial and utility-scale photovoltaic (PV) systems,0.82
Photovoltaic fleet degradation insights,10.1002/pip.3566,number of inverters,"19,000 inverters",0.8
Photovoltaic fleet degradation insights,10.1002/pip.3566,mounting configuration,fixed-tilt systems,0.8
Photovoltaic fleet degradation insights,10.1002/pip.3566,irradiance threshold,<600 W/m²,0.8
Photovoltaic fleet degradation insights,10.1002/pip.3566,market share,6% to 7% of the entire US PV market,0.78
Photovoltaic fleet degradation insights,10.1002/pip.3566,tracking system type,tracked silicon (Si) and cadmium telluride (CdTe),0.78
Photovoltaic fleet degradation insights,10.1002/pip.3566,data acquisition frequency,high-frequency data,0.75
Photovoltaic fleet degradation insights,10.1002/pip.3566,data filtering method,filtered only for low-light conditions,0.72
Photovoltaic fleet degradation insights,10.1002/pip.3566,inverter monitoring,"19,000 inverters",0.7
Photovoltaic fleet degradation insights,10.1002/pip.3566,performance metric,performance data,0.68
Photovoltaic fleet degradation insights,10.1002/pip.3566,historical benchmark,historical and recent findings,0.65
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,solar cell technology,CdTe solar cells,1.0
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,heterojunction structure,CdS/CdTe,1.0
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,degradation mechanism,junction degradation,1.0
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,absorber material,CdTe,1.0
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,buffer layer,CdS,0.95
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,point defect type,Cd vacancy,0.95
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,dopant species,Cu atoms,0.95
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,back contact material,Cu back contact,0.9
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,defect energy level,1.55 eV below the conduction band,0.9
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,impurity incorporation,incorporation of Cu atoms in CdS,0.9
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,built-in potential,junction built-in potential,0.88
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,absorber composition,Cd deficient composition,0.88
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,absorber stoichiometry,Cd deficient CdTe layer,0.88
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,junction potential reduction,junction built-in potential is decreased,0.87
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,defect concentration,Cd vacancy concentration,0.85
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,dopant diffusion,transport to junction area,0.85
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,vacancy filling mechanism,Cu atoms filled the Cd vacancies,0.85
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,degradation condition,solar illumination,0.82
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,light-induced degradation,degraded under solar illumination,0.82
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,characterisation method,PL measurement,0.8
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,characterisation method,spectral quantum efficiency measurement,0.8
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,optical shielding,light penetration into CdTe absorber is shielded,0.78
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,device stability,reliable and stable CdTe cells,0.75
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,defect formation control,careful control of CdTe,0.7
Understanding the junction degradation mechanism in CdS/CdTe solar cells using a Cd-deficient CdTe layer,10.1016/j.cap.2011.05.031,conduction band reference,conduction band in CdS,0.7
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,photovoltaic technology type,thin-film CdTe vs. polycrystalline-Si PV modules,1.0
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,absorber material,CdTe,0.95
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,absorber material,polycrystalline-Si,0.95
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,efficiency degradation rate,efficiency degradation rates,0.95
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,accelerated lifetime test,accelerated lifecycle test (ALT) sequence,0.93
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,device efficiency,power conversion efficiency,0.92
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,aging behavior,efficiency degradation behavior,0.9
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,energy payback time,energy payback time,0.88
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,temperature derating,temperature de-rating effects,0.88
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,weather cycling test,seven-month equivalent compressed night-day weather cycling regimen,0.88
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,module lifetime,total lifetime,0.87
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,temperature sensitivity,15% less sensitive to ambient temperature variation,0.87
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,module performance,long-term device performance,0.86
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,environmental degradation chamber,industrial-standard environmental degradation chamber,0.85
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,in-situ measurement,in-situ measurements of key electrical characteristics,0.85
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,maximum power output,P_max,0.82
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,ambient temperature,ambient temperature variation,0.82
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,current density,J,0.8
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,environmental conditions,southern Arizona representative conditions,0.8
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,irradiance source,single-sun irradiance source,0.78
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,operating voltage,V,0.78
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,return on investment,return-on-investment for local PV system installations,0.78
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,initial aging rate,significant aging during the first two years of usage,0.76
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,humidity control,humidity controls,0.75
Comparison of efficiency degradation in polycrystalline-Si and CdTe thin-film PV modules via accelerated lifecycle testing,10.1117/12.2274294,mass production process,simpler mass-production process,0.68
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,absorber material,CdTe,1.0
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,degradation mechanism,degradation mechanism,0.97
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,module type,commercial CdTe modules,0.95
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,open circuit voltage degradation,Voc degraded 6%,0.93
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,fill factor degradation,FF degraded 7%,0.93
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,operating mode,open-circuit conditions,0.92
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,operating mode,maximum power point (grid connected),0.92
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,outdoor exposure,outdoor exposure,0.9
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,open circuit voltage,Voc,0.9
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,fill factor,FF,0.9
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,characterisation method,electro-luminescence imaging,0.89
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,characterisation method,spectral response measurements,0.88
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,field testing condition,representative field conditions,0.88
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,maximum power point operation,maximum power point,0.87
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,degradation rate,no degradation over the same period of time (grid connected),0.86
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,imaging defect feature,large dark areas,0.85
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,spectral response,enhanced response at blue wavelengths,0.84
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,spectral response,reduced response at red and near infrared wavelengths,0.84
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,performance metric,degradation of commercial CdTe modules,0.83
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,ageing method,standard accelerated ageing methods,0.82
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,panel interconnection,grid connected PV panels,0.8
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,array configuration,array of 8 CdTe modules,0.78
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,spectral wavelength region,near infrared wavelengths,0.76
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,spectral wavelength region,blue wavelengths,0.76
Outdoor degradation of CdTe modules at open circuit and at maximum power point,10.1109/PVSC.2015.7355628,measurement environment,laboratory measurements,0.75
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,absorber material,cadmium telluride (CdTe),1.0
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,degradation mechanism,light and heat degradation,0.97
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,impurity element,sodium (Na),0.97
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,device architecture,thin-film solar cell,0.95
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,buffer layer morphology,discontinuous CdS layer,0.95
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,characterization method,transmission electron microscopy (TEM),0.93
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,buffer layer,CdS layer,0.93
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,elemental analysis technique,energy-dispersive X-ray spectrometry (EDS),0.92
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,impurity accumulation site,discontinuous part of the CdS layer,0.91
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,stress condition,one-sun light exposure at 100 °C for 400 h,0.9
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,defect species,"O- and S-rich, Te-depleted particles",0.89
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,impurity concentration,16 at.% Na,0.88
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,recombination center,enhanced recombination centers,0.88
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,device performance metric,photovoltaic conversion efficiency,0.87
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,interface region,soda-lime glass/transparent conductive oxide interface,0.86
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,long-term stability,long-term high-power output,0.86
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,substrate material,soda-lime glass,0.85
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,microstructural feature,discontinuous layer morphology,0.85
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,transparent conductor,transparent conductive oxide (TCO),0.84
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,elemental distribution,EDS maps,0.83
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,module type,photovoltaic minimodule,0.82
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,degradation extent,most degraded CdTe sample,0.8
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,stress temperature,100 °C,0.78
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,stress duration,400 h,0.77
Transmission Electron Microscopy Study on Microstructure of Degraded CdTe Mini-Modules,10.1109/JPHOTOV.2019.2893854,reference sample,baseline CdTe mini-module with no stress,0.76
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,photovoltaic module type,thin-film photovoltaic modules,1.0
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,annual degradation rate,4.0% per year (a-Si:H),0.98
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,annual degradation rate,3.4% per year (a-Si/μc-Si),0.97
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,annual degradation rate,3.5% per year (CdS/CdTe),0.97
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,annual degradation rate,0.2% per year (CIGS),0.96
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,absorber material,hydrogenated amorphous silicon (a-Si:H),0.95
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,tandem cell architecture,amorphous microcrystalline silicon tandem (a-Si/μc-Si),0.93
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,absorber material,cadmium sulfide-cadmium telluride (CdS/CdTe),0.92
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,absorber material,copper indium gallium selenide (CIGS),0.92
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,long-term degradation model,linear long-term degradation component,0.92
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,seasonal variation,stationary seasonal variation component,0.9
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,power output,annual power degradation rates,0.9
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,performance model,novel mathematical model,0.88
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,current-voltage characterization,I–V curves,0.87
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,outdoor testing,outdoor exposition,0.85
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,performance analysis,performance of four thin-film photovoltaic modules,0.85
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,spectral response,spectral changes,0.83
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,stabilization period,initial stabilization period,0.82
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,electrical parameters,electrical parameters,0.82
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,parasitic resistance,parasitic resistances,0.8
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,single junction architecture,single-junction,0.8
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,irradiance condition,narrow interval of irradiance,0.78
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,cell temperature,cell temperature,0.78
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,model fitting method,fitted mathematical model,0.75
New model to study the outdoor degradation of thin–film photovoltaic modules,10.1016/j.renene.2022.05.063,measurement interval,every 5 min,0.7
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,degradation rate,degradation rate (% per year),0.98
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,monocrystalline Si,0.95
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,heterojunction crystalline Si,0.93
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,performance ratio,PR (performance ratio),0.93
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,multicrystalline Si,0.92
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,short-circuit current,ISC (short-circuit current),0.92
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,open circuit voltage,VOC (open-circuit voltage),0.92
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,fill factor,FF (fill factor),0.92
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,monocrystalline Si back-contact,0.91
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,amorphous Si (single-junction/double-junction),0.9
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,micromorph Si (double-junction),0.9
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,CdTe,0.9
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,absorber material,CIGS,0.9
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,cigs degradation rate,-6% per year,0.9
