paper,doi,canonical,paper_term,relevance
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,defect concentration,1.2 at.% vacancy line concentration,0.88
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,structural transformation,sequential structural transformations of 5-8-5 DV,0.87
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,thermal excitation,prolonged thermal excitation,0.85
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,crystal orientation,armchair vs. zigzag pattern direction,0.85
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,defect length scale,vacancy lines reaching hundreds of nanometers to micrometer scale,0.82
In situ transmission electron microscopy study of the formation and migration of vacancy defects in atomically thin black phosphorus,10.1088/2053-1583/abce09,device application,BP-based devices,0.78
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,host material,cubic boron nitride (cBN),1.0
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity species,"oxygen, carbon and silicon impurity atoms",0.98
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity oxygen,oxygen impurity atoms,0.95
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,sample grade,"BORAZON CBN400, CBN500, CBN1000, CBN Type 1",0.93
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity carbon,carbon impurity atoms,0.93
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity silicon,silicon impurity atoms,0.93
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,defect type,paramagnetic point defects,0.92
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,nuclear spin,isotopes with zero nuclear moments,0.91
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,characterisation method,electron spin resonance (ESR),0.9
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,isotope composition,low natural content of isotopes with non-zero nuclear spin,0.89
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,crystal morphology,cBN crystallites,0.88
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity aggregation,aggregates of impurity atoms,0.88
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,lattice defects,extended cBN lattice defects,0.87
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity distribution,non-uniform distribution of electro- and opto-active impurities,0.86
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,characterisation method,microstructural and compositional investigation,0.85
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,defect structure,structure of paramagnetic point defects,0.85
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,characterisation method,cathodoluminescence,0.82
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,characterisation method,photoluminescence,0.82
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,optical activity,opto-active impurities,0.8
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,electrical activity,electro-active impurities,0.8
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,impurity content,natural content of isotopes,0.78
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,material purity,impurity ion involvement in defect structure,0.76
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,abrasive powder,super abrasive powders,0.75
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,spectroscopy analysis,spectroscopy investigation,0.74
Structure of defects in semiconductor crystalline cubic boron nitride. A microstructural and micro analytical investigation,10.1016/j.radmeas.2019.02.019,material colour,amber coloured / black coloured,0.72
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,heterostructure material system,GaAs on Si heterostructures,1.0
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect type,threading dislocations,1.0
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,dislocation reduction method,strained layer superlattices,1.0
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect density,threading dislocation density,0.98
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,annealing technique,rapid thermal annealing,0.95
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect type,misfit dislocations,0.92
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,characterization method,transmission electron microscopy,0.9
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,dislocation character,60° misfit dislocations,0.88
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,dislocation character,90° misfit dislocations,0.88
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,combined process method,strained layer superlattices in conjunction with rapid thermal annealing,0.88
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect location,heterointerface,0.85
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,epilayer material,GaAs epilayer,0.85
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,substrate material,Si,0.82
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect density optimization,optimized use of strained layer superlattices,0.82
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,superlattice parameter,superlattice period,0.8
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,superlattice parameter,superlattice position,0.78
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,superlattice parameter,number of superlattices,0.76
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,dislocation formation mechanism,mechanism for formation of 60° and 90° misfit dislocations,0.75
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect interaction,interaction of threading dislocations with strained layers,0.75
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,device performance factor,defect density control,0.72
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,defect type,dislocations and interfaces,0.7
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,device structure,heterostructure devices,0.68
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,material property,semiconductor heterostructures,0.65
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,lattice mismatch,misfit,0.65
Defects and defect reduction processing in semiconductor heterostructures,10.1007/BF02653318,epilayer region,epilayer,0.6
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,characterization technique,electron microscopy,1.0
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,imaging resolution,atomic resolution,0.97
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,electron optics,advances in electron optics,0.95
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,analytical method,spectroscopy,0.93
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,interface structure,buried interface states,0.92
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,electronic properties,electronic properties of nanoscale structures,0.91
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,structural scale,atomic scale,0.9
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,interface behavior,interfacial atomic-scale behaviour,0.9
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,nanostructure characterization,nanoscale structures,0.89
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,material system,interfacial superconductors,0.88
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,physical properties,physical properties of nanoscale structures,0.88
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,imaging method,imaging of buried interfaces,0.88
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,optical aberration correction,electron optics advances,0.88
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,material junction,dissimilar materials,0.87
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,interface atomic structure,atomic-scale interface joining,0.86
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,instrument generation,new generation of electron microscopes,0.85
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,probe technique,electron spectroscopy,0.85
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,superconductivity,interfacial superconductors,0.84
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,material property,microscopic properties,0.83
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,device type,transistors,0.82
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,instrument capability,capabilities and prospects of new microscopes,0.8
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,device type,turbine blades,0.78
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,measurement limit,ultimate limits for measurement,0.78
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,bulk material behavior,bulk materials,0.75
Structure and bonding at the atomic scale by scanning transmission electron microscopy,10.1038/nmat2380,materials science application,diverse materials and devices,0.72
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect type,nanopipes,1.0
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,dislocation core structure,open cores of screw dislocations,0.98
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,dislocation type,screw dislocations,0.97
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,absorber material,α-GaN,0.95
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,deposition method,organometallic vapor phase epitaxy (OMVPE),0.93
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,theoretical model,Frank's theory for open-core dislocation,0.93
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect geometry,tunnel-like defects,0.92
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,characterization technique,high-resolution transmission electron microscopy (HRTEM),0.9
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,semiconductor material,GaN,0.9
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,characterization technique,scanning force microscopy (SFM),0.88
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect radius,35–500 Å radii (nanopipe),0.88
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,surface step structure,spiral steps,0.85
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect dimension comparison,measured dimensions vs. Frank's theory,0.85
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,surface feature,hexagonal growth hillocks,0.83
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect orientation,aligned along growth direction,0.82
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,crater radius,600–1000 Å radii (craters),0.82
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,film type,epilayer,0.8
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,surface morphology,craters,0.8
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,step height,monolayer-height spiral steps,0.8
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,defect penetration depth,penetrate entire epilayer,0.78
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,crystal growth direction,growth direction (c-axis aligned),0.78
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,crystal structure,hexagonal (α-GaN),0.75
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,step multiplicity,one or two pairs of spiral steps,0.72
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,structural investigation method,structural investigations,0.7
Open‐core screw dislocations in GaN epilayers observed by scanning force microscopy and high‐resolution transmission electron microscopy,10.1063/1.115127,surface termination,free surface of the film,0.65
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,semiconductor material,aluminum nitride (AlN),1.0
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,defect type,inversion domain boundaries (IDBs),1.0
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,band gap,band gap of inversion domain boundaries,1.0
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,band gap reduction,maximum band gap reduction of 1.0 eV,1.0
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,crystal defect,inversion domain boundaries,1.0
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,spectroscopy method,atomic-resolution valence electron energy-loss spectroscopy,0.92
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,bulk band gap,band gap of bulk AlN,0.9
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,band edge,valence band maximum,0.9
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,characterization technique,aberration-corrected transmission electron microscopy,0.88
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,electronic orbital,pz orbital,0.88
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,defect mechanism,rise of pz orbital at the valence band maximum,0.87
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,thin film geometry,AlN thin films,0.85
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,atomic structure,atomic structure of inversion domain boundaries,0.85
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,computational method,first-principles calculations,0.85
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,bond length,elongated Al–N bonds,0.83
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,deposition method,pulsed laser deposition,0.8
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,crystal structure,inversion domain,0.8
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,film growth mode,epitaxial growth,0.78
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,substrate material,single-crystal Al2O3,0.75
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,crystallographic direction,[0001] direction,0.75
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,defect count,three types of inversion domain boundaries,0.72
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,film quality,high-quality AlN thin films,0.72
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,material degradation,degradation and failure of semiconductor devices,0.7
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,device performance,performance of semiconductor materials and devices,0.68
Direct Determination of Band Gap of Defects in a Wide Band Gap Semiconductor,10.1021/acsami.2c10143,physical property,physical properties of semiconductors,0.65
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,absorber material,GaN/InGaN,0.95
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,nanostructure type,3D nanostructures,0.95
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,growth method,metal organic vapour phase epitaxy (MOVPE),0.92
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,facet orientation,non-polar side-facets,0.92
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,substrate material,GaN/sapphire,0.9
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,quantum well structure,multiple quantum wells,0.9
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,iii-nitride material,GaN,0.9
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,substrate patterning,patterned GaN/sapphire substrates,0.88
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,crystal polarity,non-polar,0.88
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,defect density,low density of defects,0.88
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,ternary alloy,InGaN,0.88
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,quantum well facet,quantum wells on non-polar side-facets,0.88
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,characterisation technique,transmission electron microscopy (TEM),0.87
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,characterisation technique,scanning electron microscopy (SEM),0.87
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,nanostructure ordering,well ordered arrays,0.85
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,nanostructure morphology,nanostructure morphology,0.85
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,epitaxial growth,epitaxy,0.85
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,defect nucleation,nucleation of defects,0.83
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,nanostructure array,arrays of nanostructures,0.83
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,surface morphology,surface morphology,0.82
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,growth rate,differing growth rates,0.8
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,crystal facet,adjacent facets,0.8
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,substrate orientation,patterned substrate,0.78
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,crystal defect type,defects present,0.75
Characterisation of 3D-GaN/InGaN core-shell nanostructures by transmission electron microscopy,10.1002/pssc.201300522,growth change,growth changes,0.72
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,characterization technique,transmission electron microscope (TEM),1.0
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,strain measurement method,strain measurement in TEM,1.0
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,elastic strain engineering,elastic strain engineering,0.95
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,strain quantification,quantify the actual strain,0.92
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,sample type,nanostructures and devices,0.88
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,testing method,in situ mechanical testing,0.88
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,imaging mode,strain contrast imaging,0.87
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,strain type,intrinsic strain,0.85
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,strain type,applied strain,0.85
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,device type,semiconductor devices,0.85
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,contrast mechanism,strain contrast,0.84
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,spatial resolution,high spatial resolution,0.83
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,material structure,crystalline samples,0.82
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,measurement technique,imaging techniques,0.82
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,measurement technique,diffraction techniques,0.82
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,measurement technique,holographic techniques,0.82
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,spatial mapping,spatially resolve strain information,0.81
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,microstructure imaging,microstructure imaging,0.8
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,measurement precision,high precision,0.8
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,diffraction analysis,diffraction techniques,0.8
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,holography method,holographic techniques,0.79
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,displacement measurement,conversion of displacement from an actuation device,0.78
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,image analysis method,image features during deformation,0.77
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,deformation monitoring,deformation,0.76
Observing and measuring strain in nanostructures and devices with transmission electron microscopy,10.1557/mrs.2014.4,actuation device,actuation device,0.75
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,absorber material,Cu2ZnSnS4,1.0
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,composition inhomogeneity,nanoscale composition inhomogeneity,0.97
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,point defect chemistry,local point defect chemistry,0.95
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,antisite defect,ZnCu+ antisite atom donors,0.93
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,cation disorder,cation disorder,0.92
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,elemental enrichment,Zn enrichment,0.9
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,elemental depletion,Cu depletion,0.89
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,inhomogeneity length scale,1.5 to 5 nm lateral size,0.88
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,crystal structure,crystal structure of Cu2ZnSnS4,0.87
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,characterisation method,chemical analysis of individual atom columns,0.86
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,optical characterisation,photoluminescence,0.85
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,donor-acceptor transition,broad donor–acceptor transition,0.84
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,electrostatic potential,locally increased electrostatic potential,0.82
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,band bending,band bending,0.81
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,conduction band profile,troughs in the conduction band,0.79
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,valence band profile,peaks in the valence band,0.78
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,potential well,potential wells for electrons and holes,0.77
"Direct observation of Cu, Zn cation disorder in Cu2ZnSnS4 solar cell absorber material using aberration corrected scanning transmission electron microscopy",10.1002/pip.2279,minority carrier transport,minority carrier electrons diffusing towards space charge region edge,0.76
